"","q","user_id","party","response_1","response_2","response_3","truth","set","network","pair_id","experiment","remove_extreme"
"3922","Taxes",171,"Repub",14,30,40,14.6,"D","Social",2,1,NA
"3923","California",101,"Repub",70,49,49,60.2,"D","Social",2,1,NA
"3924","Taxes",215,"Repub",10,20,19,14.6,"D","Social",2,1,NA
"3925","California",190,"Repub",49.4,NA,58.5,60.2,"D","Social",2,1,NA
"3926","Unemployment",143,"Repub",5,5,5,4.9,"D","Social",2,1,NA
"3927","Taxes",158,"Repub",20,15,17,14.6,"D","Social",2,1,NA
"3928","Unemployment",215,"Repub",10,10,9,4.9,"D","Social",2,1,NA
"3929","California",133,"Repub",55,46,48,60.2,"D","Social",2,1,NA
"3930","Election",133,"Repub",250,263,270,224.6,"D","Social",2,1,NA
"3931","Unemployment",96,"Repub",5,4.8,4.7,4.9,"D","Social",2,1,NA
"3932","California",118,"Repub",75,60,40,60.2,"D","Social",2,1,NA
"3933","Election",227,"Repub",300,300,290,224.6,"D","Social",2,1,NA
"3934","Taxes",133,"Repub",20,20,20,14.6,"D","Social",2,1,NA
"3935","Taxes",224,"Repub",25,35,50,14.6,"D","Social",2,1,NA
"3936","Election",215,"Repub",189,270,280,224.6,"D","Social",2,1,NA
"3937","Election",122,"Repub",NA,500,NA,224.6,"D","Social",2,1,NA
"3938","Election",103,"Repub",221,235,240,224.6,"D","Social",2,1,NA
"3939","Election",125,"Repub",200,262,322,224.6,"D","Social",2,1,NA
"3940","Taxes",96,"Repub",700,700,30,14.6,"D","Social",2,1,NA
"3941","California",224,"Repub",55,45,45,60.2,"D","Social",2,1,NA
"3942","Taxes",90,"Repub",66,27,24,14.6,"D","Social",2,1,NA
"3943","Election",90,"Repub",225,262,227,224.6,"D","Social",2,1,NA
"3944","Election",171,"Repub",315,300,305,224.6,"D","Social",2,1,NA
"3945","California",215,"Repub",45,44,45,60.2,"D","Social",2,1,NA
"3946","California",192,"Repub",80,69,68,60.2,"D","Social",2,1,NA
"3947","California",205,"Repub",52,48,48,60.2,"D","Social",2,1,NA
"3948","Election",513,"Dem",265,270,270,224.6,"C","Social",1,1,NA
"3949","Taxes",364,"Dem",NA,11,11,14.6,"C","Social",1,1,NA
"3950","California",364,"Dem",NA,34,47,60.2,"C","Social",1,1,NA
"3951","Unemployment",771,"Dem",5,4.1,4.3,4.9,"C","Social",1,1,NA
"3952","Election",884,"Dem",150,310,310,224.6,"C","Social",1,1,NA
"3953","California",772,"Dem",50,28,30,60.2,"C","Social",1,1,NA
"3954","California",629,"Dem",44,52,60,60.2,"C","Social",1,1,NA
"3955","Unemployment",694,"Dem",7,5,4.7,4.9,"C","Social",1,1,NA
"3956","Taxes",694,"Dem",23,23,23,14.6,"C","Social",1,1,NA
"3957","Election",277,"Dem",300,300,300,224.6,"C","Social",1,1,NA
"3958","Taxes",629,"Dem",16,19,19,14.6,"C","Social",1,1,NA
"3959","California",277,"Dem",46,46,46,60.2,"C","Social",1,1,NA
"3960","Unemployment",364,"Dem",4.7,5,5,4.9,"C","Social",1,1,NA
"3961","California",437,"Dem",28,33,33,60.2,"C","Social",1,1,NA
"3962","Taxes",884,"Dem",30,18,13.6,14.6,"C","Social",1,1,NA
"3963","Unemployment",473,"Dem",4.8,4.7,5,4.9,"C","Social",1,1,NA
"3964","Unemployment",479,"Dem",4.7,5,5,4.9,"C","Social",1,1,NA
"3965","Taxes",723,"Dem",22.5,22.5,22.5,14.6,"C","Social",1,1,NA
"3966","Unemployment",590,"Dem",9,9,8,4.9,"C","Social",1,1,NA
"3967","Unemployment",854,"Dem",9,8,6,4.9,"C","Social",1,1,NA
"3968","Taxes",391,"Dem",25,22.4,23.9,14.6,"C","Social",1,1,NA
"3969","Taxes",308,"Dem",25.6,16.5,18,14.6,"C","Social",1,1,NA
"3970","Unemployment",606,"Dem",5,4.7,5,4.9,"C","Social",1,1,NA
"3971","Taxes",854,"Dem",16,19.5,18.5,14.6,"C","Social",1,1,NA
"3972","Election",772,"Dem",100,251,178,224.6,"C","Social",1,1,NA
"3973","Election",420,"Dem",NA,9.325,4.3,224.6,"C","Social",1,1,NA
"3974","California",854,"Dem",25,38,39,60.2,"C","Social",1,1,NA
"3975","Election",479,"Dem",330,227,227,224.6,"C","Social",1,1,NA
"3976","Unemployment",391,"Dem",8,6,5.5,4.9,"C","Social",1,1,NA
"3977","Election",391,"Dem",204.5,189,167,224.6,"C","Social",1,1,NA
"3978","California",473,"Dem",37,29,29,60.2,"C","Social",1,1,NA
"3979","Taxes",443,"Dem",20,19,19,14.6,"C","Social",1,1,NA
"3980","Taxes",664,"Dem",28,28,28,14.6,"C","Social",1,1,NA
"3981","Election",914,"Dem",250,NA,249,224.6,"C","Social",1,1,NA
"3982","Unemployment",664,"Dem",6,6,5,4.9,"C","Social",1,1,NA
"3983","Election",437,"Dem",185,170,160,224.6,"C","Social",1,1,NA
"3984","California",391,"Dem",49,40,38,60.2,"C","Social",1,1,NA
"3985","California",694,"Dem",30,37,36,60.2,"C","Social",1,1,NA
"3986","Unemployment",277,"Dem",4,4,4,4.9,"C","Social",1,1,NA
"3987","Unemployment",330,"Dem",7,6,6,4.9,"C","Social",1,1,NA
"3988","Election",520,"Dem",244,189,180,224.6,"C","Social",1,1,NA
"3989","Election",606,"Dem",225,220,220,224.6,"C","Social",1,1,NA
"3990","Taxes",277,"Dem",9,11,11,14.6,"C","Social",1,1,NA
"3991","California",573,"Dem",40,45,45,60.2,"C","Social",1,1,NA
"3992","Election",630,"Dem",225,200,232,224.6,"C","Social",1,1,NA
"3993","Unemployment",907,"Dem",3,4,4,4.9,"C","Social",1,1,NA
"3994","Election",364,"Dem",NA,289,NA,224.6,"C","Social",1,1,NA
"3995","Unemployment",884,"Dem",4.6,4.6,4.6,4.9,"C","Social",1,1,NA
"3996","Election",771,"Dem",4.1,75,74,224.6,"C","Social",1,1,NA
"3997","Taxes",772,"Dem",45,23,23,14.6,"C","Social",1,1,NA
"3998","Taxes",573,"Dem",25,22,22,14.6,"C","Social",1,1,NA
"3999","California",606,"Dem",65,60,60,60.2,"C","Social",1,1,NA
"4000","Taxes",852,"Dem",NA,12,9,14.6,"C","Social",1,1,NA
"4001","Taxes",606,"Dem",20,19.5,19,14.6,"C","Social",1,1,NA
"4002","California",513,"Dem",56,48,48,60.2,"C","Social",1,1,NA
"4003","Taxes",914,"Dem",20,NA,24,14.6,"C","Social",1,1,NA
"4004","Unemployment",573,"Dem",5,5,5,4.9,"C","Social",1,1,NA
"4005","Unemployment",430,"Dem",5,5,5,4.9,"C","Social",1,1,NA
"4006","Taxes",630,"Dem",19,NA,22,14.6,"C","Social",1,1,NA
"4007","California",884,"Dem",40,38,38,60.2,"C","Social",1,1,NA
"4008","California",430,"Dem",45,40,50,60.2,"C","Social",1,1,NA
"4009","Unemployment",308,"Dem",5,5,5,4.9,"C","Social",1,1,NA
"4010","Taxes",437,"Dem",15,35,30,14.6,"C","Social",1,1,NA
"4011","Taxes",330,"Dem",20,25,22,14.6,"C","Social",1,1,NA
"4012","Election",723,"Dem",200,180,180,224.6,"C","Social",1,1,NA
"4013","Election",664,"Dem",NA,3,5,224.6,"C","Social",1,1,NA
"4014","California",630,"Dem",52,48,49,60.2,"C","Social",1,1,NA
"4015","Unemployment",914,"Dem",4.6,4.7,4.7,4.9,"C","Social",1,1,NA
"4016","Taxes",520,"Dem",34,22,24,14.6,"C","Social",1,1,NA
"4017","California",443,"Dem",10,30,40,60.2,"C","Social",1,1,NA
"4018","Unemployment",630,"Dem",4,5,5,4.9,"C","Social",1,1,NA
"4019","Election",443,"Dem",300,241,241,224.6,"C","Social",1,1,NA
"4020","Election",694,"Dem",20,200,170,224.6,"C","Social",1,1,NA
"4021","Taxes",907,"Dem",30,20,24,14.6,"C","Social",1,1,NA
"4022","Election",359,"Dem",300,700,310,224.6,"C","Social",1,1,NA
"4023","Election",573,"Dem",280,280,280,224.6,"C","Social",1,1,NA
"4024","Unemployment",654,"Dem",7,8,8,4.9,"C","Social",1,1,NA
"4025","Taxes",590,"Dem",21.49,17,18,14.6,"C","Social",1,1,NA
"4026","California",852,"Dem",13,38,39,60.2,"C","Social",1,1,NA
"4027","California",520,"Dem",45,19,22,60.2,"C","Social",1,1,NA
"4028","Election",852,"Dem",125,190,330,224.6,"C","Social",1,1,NA
"4029","California",907,"Dem",30,30,30,60.2,"C","Social",1,1,NA
"4030","Election",330,"Dem",35,200,185,224.6,"C","Social",1,1,NA
"4031","Unemployment",513,"Dem",5,5,5,4.9,"C","Social",1,1,NA
"4032","Unemployment",443,"Dem",50,7,6,4.9,"C","Social",1,1,NA
"4033","Unemployment",420,"Dem",4.6,4.7,4.7,4.9,"C","Social",1,1,NA
"4034","Election",654,"Dem",300,300,300,224.6,"C","Social",1,1,NA
"4035","California",664,"Dem",7,7,7,60.2,"C","Social",1,1,NA
"4036","Taxes",359,"Dem",18,21,NA,14.6,"C","Social",1,1,NA
"4037","Election",473,"Dem",189,250,189,224.6,"C","Social",1,1,NA
"4038","Taxes",420,"Dem",24,NA,33.5,14.6,"C","Social",1,1,NA
"4039","Election",629,"Dem",300,290,275,224.6,"C","Social",1,1,NA
"4040","Taxes",549,"Dem",15,19,20,14.6,"C","Social",1,1,NA
"4041","Election",907,"Dem",200,150,185,224.6,"C","Social",1,1,NA
"4042","Taxes",430,"Dem",15,35,35,14.6,"C","Social",1,1,NA
"4043","Unemployment",549,"Dem",4.5,5,5,4.9,"C","Social",1,1,NA
"4044","Unemployment",723,"Dem",4.5,4.5,4,4.9,"C","Social",1,1,NA
"4045","California",479,"Dem",60,59,59,60.2,"C","Social",1,1,NA
"4046","Election",549,"Dem",175,200,310,224.6,"C","Social",1,1,NA
"4047","Election",590,"Dem",301.84,299.45,284.93,224.6,"C","Social",1,1,NA
"4048","Election",825,"Dem",250,245,225,224.6,"C","Social",1,1,NA
"4049","Unemployment",825,"Dem",6,5,5,4.9,"C","Social",1,1,NA
"4050","California",771,"Dem",20,26,22,60.2,"C","Social",1,1,NA
"4051","Unemployment",520,"Dem",14,7,6,4.9,"C","Social",1,1,NA
"4052","California",420,"Dem",NA,56,56,60.2,"C","Social",1,1,NA
"4053","Taxes",825,"Dem",17,19,19,14.6,"C","Social",1,1,NA
"4054","California",914,"Dem",NA,56,27,60.2,"C","Social",1,1,NA
"4055","California",723,"Dem",70,40,40,60.2,"C","Social",1,1,NA
"4056","Taxes",654,"Dem",22,18,19,14.6,"C","Social",1,1,NA
"4057","Unemployment",629,"Dem",4.3,4,4,4.9,"C","Social",1,1,NA
"4058","California",330,"Dem",8,15,20,60.2,"C","Social",1,1,NA
"4059","California",825,"Dem",20,20,20,60.2,"C","Social",1,1,NA
"4060","Taxes",266,"Dem",12.2,12,11.4,14.6,"C","Social",1,1,NA
"4061","Taxes",771,"Dem",25,NA,24,14.6,"C","Social",1,1,NA
"4062","Election",854,"Dem",450,300,250,224.6,"C","Social",1,1,NA
"4063","Unemployment",852,"Dem",5,4,5,4.9,"C","Social",1,1,NA
"4064","Election",430,"Dem",10,210,210,224.6,"C","Social",1,1,NA
"4065","Unemployment",772,"Dem",19,7,5,4.9,"C","Social",1,1,NA
"4066","Unemployment",631,"Dem",NA,5,5,4.9,"C","Social",1,1,NA
"4067","California",266,"Dem",51,53,53,60.2,"C","Social",1,1,NA
"4068","Taxes",513,"Dem",22,22,21,14.6,"C","Social",1,1,NA
"4069","Taxes",479,"Dem",20,13.56,13.56,14.6,"C","Social",1,1,NA
"4070","Taxes",473,"Dem",14,39,NA,14.6,"C","Social",1,1,NA
"4071","Election",631,"Dem",280,75,75,224.6,"C","Social",1,1,NA
"4072","Unemployment",437,"Dem",5,4.5,5,4.9,"C","Social",1,1,NA
"4073","California",590,"Dem",25,28,30,60.2,"C","Social",1,1,NA
"4074","California",549,"Dem",15,47,47,60.2,"C","Social",1,1,NA
"4075","California",359,"Dem",26,61,NA,60.2,"C","Social",1,1,NA
"4076","Election",266,"Dem",285,253,253,224.6,"C","Social",1,1,NA
"4077","Taxes",305,"Dem",27,17.7,23,14.6,"C","Social",1,1,NA
"4078","Unemployment",359,"Dem",4,5,4.5,4.9,"C","Social",1,1,NA
"4079","Unemployment",305,"Dem",4.9,5,5,4.9,"C","Social",1,1,NA
"4080","California",654,"Dem",35,35,40,60.2,"C","Social",1,1,NA
"4081","Unemployment",266,"Dem",4.3,4.3,4.3,4.9,"C","Social",1,1,NA
"4082","Taxes",631,"Dem",20,22,21,14.6,"C","Social",1,1,NA
"4083","California",631,"Dem",50,20,45,60.2,"C","Social",1,1,NA
"4084","Election",817,"Dem",295,265,245,224.6,"C","Social",2,1,NA
"4085","California",18,"Dem",18,18,49,60.2,"C","Social",2,1,NA
"4086","Taxes",369,"Dem",25.3,28.6,23.5,14.6,"C","Social",2,1,NA
"4087","Unemployment",33,"Dem",10,7,7,4.9,"C","Social",2,1,NA
"4088","California",817,"Dem",35,41,37,60.2,"C","Social",2,1,NA
"4089","Unemployment",18,"Dem",4.6,5,5,4.9,"C","Social",2,1,NA
"4090","Election",50,"Dem",150,149,147,224.6,"C","Social",2,1,NA
"4091","Taxes",7,"Dem",45,22,11,14.6,"C","Social",2,1,NA
"4092","California",50,"Dem",NA,40,55,60.2,"C","Social",2,1,NA
"4093","California",156,"Dem",60,30,34,60.2,"C","Social",2,1,NA
"4094","Taxes",38,"Dem",17.6,67,67,14.6,"C","Social",2,1,NA
"4095","Taxes",156,"Dem",75,20,27,14.6,"C","Social",2,1,NA
"4096","Unemployment",50,"Dem",4,5,4.8,4.9,"C","Social",2,1,NA
"4097","California",46,"Dem",45,45,51,60.2,"C","Social",2,1,NA
"4098","Taxes",866,"Dem",10,8,7,14.6,"C","Social",2,1,NA
"4099","Unemployment",369,"Dem",NA,10,NA,4.9,"C","Social",2,1,NA
"4100","Election",156,"Dem",285,250,245,224.6,"C","Social",2,1,NA
"4101","Unemployment",29,"Dem",4.7,4.7,NA,4.9,"C","Social",2,1,NA
"4102","California",32,"Dem",50,51,24,60.2,"C","Social",2,1,NA
"4103","Unemployment",63,"Dem",17,5,5.5,4.9,"C","Social",2,1,NA
"4104","Unemployment",817,"Dem",6,5,6,4.9,"C","Social",2,1,NA
"4105","Unemployment",207,"Dem",6,4.7,5,4.9,"C","Social",2,1,NA
"4106","Unemployment",7,"Dem",5,4,7,4.9,"C","Social",2,1,NA
"4107","Election",26,"Dem",225,227,227,224.6,"C","Social",2,1,NA
"4108","Election",18,"Dem",75,75,203,224.6,"C","Social",2,1,NA
"4109","California",980,"Dem",33,45,48,60.2,"C","Social",2,1,NA
"4110","California",38,"Dem",64,64,64,60.2,"C","Social",2,1,NA
"4111","Election",32,"Dem",500,450,250,224.6,"C","Social",2,1,NA
"4112","California",646,"Dem",6,7,50,60.2,"C","Social",2,1,NA
"4113","Taxes",50,"Dem",NA,33,33,14.6,"C","Social",2,1,NA
"4114","Unemployment",156,"Dem",7,8,7,4.9,"C","Social",2,1,NA
"4115","Taxes",817,"Dem",30,31,20,14.6,"C","Social",2,1,NA
"4116","California",7,"Dem",16,14,150,60.2,"C","Social",2,1,NA
"4117","Election",28,"Dem",275,250,280,224.6,"C","Social",2,1,NA
"4118","Taxes",4,"Dem",12,15,14,14.6,"C","Social",2,1,NA
"4119","Taxes",207,"Dem",14.2,19,25,14.6,"C","Social",2,1,NA
"4120","Taxes",725,"Dem",27,26,NA,14.6,"C","Social",2,1,NA
"4121","Unemployment",57,"Dem",4.5,4,4,4.9,"C","Social",2,1,NA
"4122","Election",646,"Dem",200,250,240,224.6,"C","Social",2,1,NA
"4123","California",33,"Dem",30,25,30,60.2,"C","Social",2,1,NA
"4124","Unemployment",45,"Dem",3.3,3.2,3.2,4.9,"C","Social",2,1,NA
"4125","Election",54,"Dem",NA,212,220,224.6,"C","Social",2,1,NA
"4126","Taxes",199,"Dem",15,25,20,14.6,"C","Social",2,1,NA
"4127","Election",63,"Dem",1.5,150,145,224.6,"C","Social",2,1,NA
"4128","Unemployment",199,"Dem",3,4,4,4.9,"C","Social",2,1,NA
"4129","Taxes",48,"Dem",17,18,17.5,14.6,"C","Social",2,1,NA
"4130","Taxes",32,"Dem",21,25,27,14.6,"C","Social",2,1,NA
"4131","California",42,"Dem",20,25,30,60.2,"C","Social",2,1,NA
"4132","Taxes",828,"Dem",15,17,NA,14.6,"C","Social",2,1,NA
"4133","California",906,"Dem",50,60,55,60.2,"C","Social",2,1,NA
"4134","Election",38,"Dem",287,287,287,224.6,"C","Social",2,1,NA
"4135","Unemployment",32,"Dem",5,7,7,4.9,"C","Social",2,1,NA
"4136","Taxes",54,"Dem",NA,NA,15,14.6,"C","Social",2,1,NA
"4137","California",54,"Dem",NA,56,56,60.2,"C","Social",2,1,NA
"4138","Election",7,"Dem",11,45,177,224.6,"C","Social",2,1,NA
"4139","Unemployment",53,"Dem",6,8,8,4.9,"C","Social",2,1,NA
"4140","Election",725,"Dem",169,252,169,224.6,"C","Social",2,1,NA
"4141","Unemployment",21,"Dem",5,6,5,4.9,"C","Social",2,1,NA
"4142","Election",199,"Dem",200,175,160,224.6,"C","Social",2,1,NA
"4143","California",43,"Dem",42,35,39,60.2,"C","Social",2,1,NA
"4144","Election",47,"Dem",270,260,260,224.6,"C","Social",2,1,NA
"4145","Taxes",18,"Dem",15,22,21,14.6,"C","Social",2,1,NA
"4146","Unemployment",48,"Dem",4.7,5,5,4.9,"C","Social",2,1,NA
"4147","Unemployment",980,"Dem",8,7,7,4.9,"C","Social",2,1,NA
"4148","Taxes",6,"Dem",15,20,23,14.6,"C","Social",2,1,NA
"4149","Unemployment",725,"Dem",4.6,4.7,4.7,4.9,"C","Social",2,1,NA
"4150","Election",33,"Dem",151,175,180,224.6,"C","Social",2,1,NA
"4151","Taxes",33,"Dem",30,25,25,14.6,"C","Social",2,1,NA
"4152","Election",53,"Dem",200,200,200,224.6,"C","Social",2,1,NA
"4153","Election",906,"Dem",200,225,225,224.6,"C","Social",2,1,NA
"4154","California",866,"Dem",10,15,25,60.2,"C","Social",2,1,NA
"4155","Taxes",646,"Dem",20,16,NA,14.6,"C","Social",2,1,NA
"4156","Unemployment",6,"Dem",8,8,6,4.9,"C","Social",2,1,NA
"4157","Taxes",906,"Dem",NA,16,5,14.6,"C","Social",2,1,NA
"4158","Election",207,"Dem",9,9,15,224.6,"C","Social",2,1,NA
"4159","Unemployment",906,"Dem",5,4.5,5,4.9,"C","Social",2,1,NA
"4160","California",725,"Dem",66,52,53,60.2,"C","Social",2,1,NA
"4161","California",45,"Dem",58,53,44,60.2,"C","Social",2,1,NA
"4162","Election",6,"Dem",35,160,200,224.6,"C","Social",2,1,NA
"4163","Taxes",980,"Dem",12,20.5,22,14.6,"C","Social",2,1,NA
"4164","Unemployment",28,"Dem",10.5,7.2,7,4.9,"C","Social",2,1,NA
"4165","California",6,"Dem",40,35,35,60.2,"C","Social",2,1,NA
"4166","Taxes",53,"Dem",20,20,20,14.6,"C","Social",2,1,NA
"4167","Unemployment",16,"Dem",9,6,5,4.9,"C","Social",2,1,NA
"4168","California",63,"Dem",35,20,25,60.2,"C","Social",2,1,NA
"4169","Unemployment",26,"Dem",8,5,5,4.9,"C","Social",2,1,NA
"4170","Taxes",42,"Dem",15,15,14,14.6,"C","Social",2,1,NA
"4171","Taxes",28,"Dem",25,51,39.1,14.6,"C","Social",2,1,NA
"4172","Unemployment",42,"Dem",4.9,5,5,4.9,"C","Social",2,1,NA
"4173","Unemployment",47,"Dem",9,9,9,4.9,"C","Social",2,1,NA
"4174","Election",48,"Dem",255,244,239,224.6,"C","Social",2,1,NA
"4175","Taxes",26,"Dem",22,28,35,14.6,"C","Social",2,1,NA
"4176","Unemployment",43,"Dem",5,5,5,4.9,"C","Social",2,1,NA
"4177","Election",980,"Dem",250,200,235,224.6,"C","Social",2,1,NA
"4178","Unemployment",4,"Dem",11,9,9,4.9,"C","Social",2,1,NA
"4179","Election",16,"Dem",250,250,NA,224.6,"C","Social",2,1,NA
"4180","Taxes",46,"Dem",12,14,21,14.6,"C","Social",2,1,NA
"4181","Taxes",16,"Dem",15,12,9,14.6,"C","Social",2,1,NA
"4182","Taxes",21,"Dem",15,23,23,14.6,"C","Social",2,1,NA
"4183","California",47,"Dem",62,55,52,60.2,"C","Social",2,1,NA
"4184","California",48,"Dem",11,9,8,60.2,"C","Social",2,1,NA
"4185","Election",57,"Dem",220,250,252,224.6,"C","Social",2,1,NA
"4186","Unemployment",866,"Dem",4,3,5,4.9,"C","Social",2,1,NA
"4187","Election",866,"Dem",200,225,225,224.6,"C","Social",2,1,NA
"4188","Election",21,"Dem",115,120,175,224.6,"C","Social",2,1,NA
"4189","Election",4,"Dem",220,200,200,224.6,"C","Social",2,1,NA
"4190","California",26,"Dem",30,60,61,60.2,"C","Social",2,1,NA
"4191","California",4,"Dem",44,43,42,60.2,"C","Social",2,1,NA
"4192","California",16,"Dem",20,45,45,60.2,"C","Social",2,1,NA
"4193","Taxes",63,"Dem",28,20,24,14.6,"C","Social",2,1,NA
"4194","California",28,"Dem",40,50,56,60.2,"C","Social",2,1,NA
"4195","Election",42,"Dem",300,250,250,224.6,"C","Social",2,1,NA
"4196","Election",45,"Dem",220,188,185,224.6,"C","Social",2,1,NA
"4197","California",207,"Dem",19,40,40,60.2,"C","Social",2,1,NA
"4198","Election",43,"Dem",350,300,240,224.6,"C","Social",2,1,NA
"4199","California",53,"Dem",62,62,62,60.2,"C","Social",2,1,NA
"4200","Taxes",57,"Dem",12,11.8,12,14.6,"C","Social",2,1,NA
"4201","Unemployment",54,"Dem",NA,5,5,4.9,"C","Social",2,1,NA
"4202","Taxes",47,"Dem",25,25,25,14.6,"C","Social",2,1,NA
"4203","Taxes",43,"Dem",12,12,13,14.6,"C","Social",2,1,NA
"4204","Unemployment",646,"Dem",6,5,4.9,4.9,"C","Social",2,1,NA
"4205","California",199,"Dem",35,35,35,60.2,"C","Social",2,1,NA
"4206","California",57,"Dem",65,70,65,60.2,"C","Social",2,1,NA
"4207","California",21,"Dem",13,73,43,60.2,"C","Social",2,1,NA
"4208","Taxes",29,"Dem",25,13.5,13.5,14.6,"C","Social",2,1,NA
"4209","Election",46,"Dem",175,175,175,224.6,"C","Social",2,1,NA
"4210","Taxes",45,"Dem",16,17.5,21,14.6,"C","Social",2,1,NA
"4211","Unemployment",38,"Dem",1.8,4.8,4.8,4.9,"C","Social",2,1,NA
"4212","Taxes",30,"Dem",30,NA,NA,14.6,"C","Social",2,1,NA
"4213","Unemployment",46,"Dem",6,5,5,4.9,"C","Social",2,1,NA
"4214","California",612,"Dem",25,20,20,60.2,"C","Social",3,1,NA
"4215","Taxes",612,"Dem",15,12,12,14.6,"C","Social",3,1,NA
"4216","Unemployment",557,"Dem",3,4.7,4.9,4.9,"C","Social",3,1,NA
"4217","Unemployment",536,"Dem",6,5,4.9,4.9,"C","Social",3,1,NA
"4218","Unemployment",588,"Dem",6,4,4.7,4.9,"C","Social",3,1,NA
"4219","California",625,"Dem",40,33,54,60.2,"C","Social",3,1,NA
"4220","California",577,"Dem",40,54,58,60.2,"C","Social",3,1,NA
"4221","Unemployment",542,"Dem",30,24,19,4.9,"C","Social",3,1,NA
"4222","California",544,"Dem",47,53,48,60.2,"C","Social",3,1,NA
"4223","Election",558,"Dem",NA,500,280,224.6,"C","Social",3,1,NA
"4224","Unemployment",530,"Dem",5.2,4,5,4.9,"C","Social",3,1,NA
"4225","Unemployment",612,"Dem",4,4,4,4.9,"C","Social",3,1,NA
"4226","Unemployment",625,"Dem",4.7,5,5,4.9,"C","Social",3,1,NA
"4227","Taxes",558,"Dem",30,20,22,14.6,"C","Social",3,1,NA
"4228","Election",588,"Dem",10,15,20,224.6,"C","Social",3,1,NA
"4229","Taxes",598,"Dem",25.6,NA,20,14.6,"C","Social",3,1,NA
"4230","California",557,"Dem",36,60,27.8,60.2,"C","Social",3,1,NA
"4231","Election",545,"Dem",4,120,180,224.6,"C","Social",3,1,NA
"4232","Election",536,"Dem",250,320,227,224.6,"C","Social",3,1,NA
"4233","Election",542,"Dem",350,400,290,224.6,"C","Social",3,1,NA
"4234","California",623,"Dem",65,45,49,60.2,"C","Social",3,1,NA
"4235","Election",625,"Dem",200,NA,100,224.6,"C","Social",3,1,NA
"4236","Election",577,"Dem",10,100,200,224.6,"C","Social",3,1,NA
"4237","Election",593,"Dem",235,250,350,224.6,"C","Social",3,1,NA
"4238","Unemployment",558,"Dem",19,18,15,4.9,"C","Social",3,1,NA
"4239","Unemployment",553,"Dem",7,5,NA,4.9,"C","Social",3,1,NA
"4240","Unemployment",643,"Dem",7,7,7,4.9,"C","Social",3,1,NA
"4241","California",588,"Dem",50,65,57,60.2,"C","Social",3,1,NA
"4242","Taxes",541,"Dem",12,12.5,12.5,14.6,"C","Social",3,1,NA
"4243","Taxes",542,"Dem",40,45,50,14.6,"C","Social",3,1,NA
"4244","California",613,"Dem",40,45,45,60.2,"C","Social",3,1,NA
"4245","Unemployment",598,"Dem",4.1,NA,5,4.9,"C","Social",3,1,NA
"4246","Election",530,"Dem",250,230,280,224.6,"C","Social",3,1,NA
"4247","California",531,"Dem",47,36,35,60.2,"C","Social",3,1,NA
"4248","Taxes",588,"Dem",30,20,24,14.6,"C","Social",3,1,NA
"4249","Taxes",531,"Dem",75,22,22,14.6,"C","Social",3,1,NA
"4250","Taxes",632,"Dem",25,24,23.3,14.6,"C","Social",3,1,NA
"4251","Election",589,"Dem",8,156,250,224.6,"C","Social",3,1,NA
"4252","Taxes",625,"Dem",22,20,19,14.6,"C","Social",3,1,NA
"4253","Taxes",594,"Dem",15,20,20,14.6,"C","Social",3,1,NA
"4254","California",583,"Dem",30,55,60,60.2,"C","Social",3,1,NA
"4255","Unemployment",565,"Dem",45,12,9,4.9,"C","Social",3,1,NA
"4256","California",542,"Dem",65,70,63,60.2,"C","Social",3,1,NA
"4257","Taxes",586,"Dem",15,27,23.5,14.6,"C","Social",3,1,NA
"4258","Taxes",623,"Dem",25,19.5,22,14.6,"C","Social",3,1,NA
"4259","Election",613,"Dem",200,180,200,224.6,"C","Social",3,1,NA
"4260","California",558,"Dem",30,35,35,60.2,"C","Social",3,1,NA
"4261","Election",531,"Dem",120,180,180,224.6,"C","Social",3,1,NA
"4262","Taxes",624,"Dem",17,20,20,14.6,"C","Social",3,1,NA
